407,8854
408,9063
409,8989
410,8411
411,8335
412,8645
413,8793
414,8551
415,8106
416,8454
417,8619
418,8421
419,9020
420,8596
421,8666
422,8284
423,8458
424,8640
425,8737
426,8358
427,8834
428,8894
429,8992
430,9299
431,8516
432,8529
433,8880
434,8833
435,9476
436,9050
437,8763
438,9177
439,9563
440,9303
441,9381
442,9325
443,9668
444,9337
445,8886
446,8974
447,9166
448,8690
449,9190
450,9156
451,8754
452,9413
453,9316
454,8995
455,9232
456,8725
457,8979
458,8776
459,8930
460,9166
461,8726
462,8686
463,8411
464,8426
465,8543
466,8514
467,8627
468,8727
469,8796
470,8970
471,8968
472,9044
473,8818
474,8731
475,9249
476,9338
477,8973
478,9255
479,8926
480,9373
481,9119
482,9154
483,9259
484,9045
485,9219
486,9194
487,9199
488,9398
489,9300
490,8840
491,9310
492,9263
493,9472
494,9521
495,9424
496,9267
497,9453
498,9234
499,9005
500,8922
501,8915
502,8917
503,9177
504,8883
505,8977
506,9217
507,9237
508,8988
509,9204
510,9107
511,9268
512,9068
513,9329
514,9287
515,8710
516,8695
517,8881
518,8848
519,8837
520,8825
521,8898
522,8884
523,9014
524,9131
525,9069
526,9075
527,9095
528,9089
529,9170
530,9306
531,9024
532,9175
533,9269
534,9443
535,9461
536,9451
537,9528
538,9313
539,9367
540,9721
541,9391
542,9415
543,9449
544,9586
545,9483
546,9408
547,9471
548,9406
549,9027
550,8636
551,8819
552,8836
553,8840
554,8783
555,8961
556,8981
557,9045
558,9246
559,9151
560,9124
561,9189
562,9221
563,9268
564,9326
565,9249
566,9358
567,8950
568,8859
569,8826
570,8879
571,8967
572,9083
573,9046
574,8951
575,9057
576,9106
577,9100
578,9054
579,9063
580,9297
581,9100
582,9012
583,9099
584,9346
585,9327
586,9193
587,9430
588,9367
589,9413
590,9429
591,9540
592,9645
593,9621
594,9569
595,9573
596,9639
597,9697
598,9530
599,9571
600,9610
601,9622
602,9368
603,9229
604,9287
605,9081
606,9242
607,9298
608,9511
609,9499
610,9256
611,9110
612,9149
613,9320
614,9477
615,9394
616,9491
617,9229
618,9247
619,9201
620,9060
621,9008
622,9090
623,9136
624,9061
625,9198
626,9121
627,9191
628,9158
629,9240
630,9250
631,9491
632,9472
633,9247
634,9163
635,9260
636,9344
637,9404
638,9433
639,9485
640,9495
641,9487
642,9591
643,9575
644,9557
645,9663
646,9710
647,9688
648,9662
649,9575
650,9572
651,9762
652,9626
653,9577
654,9393
655,9247
656,9235
657,9120
658,9200
659,9253
660,9373
661,9355
662,9367
663,9187
664,9222
665,9356
666,9266
667,9348
668,9287
669,9446
670,9286
671,9304
672,9116
673,8964
674,8940
675,8916
676,9020
677,9125
678,9045
679,9071
680,9131
681,9071
682,9116
683,9330
684,9286
685,9338
686,9215
687,9189
688,9311
689,9343
690,9359
691,9373
692,9129
693,9411
694,9251
695,9334
696,9357
697,9347
698,9344
699,9342
700,9468
701,9484
702,9446
703,9423
704,9411
705,9424
706,9090
707,8907
708,8741
709,8730
710,8691
711,8894
712,9065
713,9057
714,9095
715,9002
716,8962
717,8844
718,8933
719,9015
720,9175
721,8867
722,9106
723,8990
724,8758
725,8641
726,8650
727,9015
728,9006
729,8908
730,9010
731,9204
732,8972
733,8955
734,9100
735,9125
736,9024
737,8944
738,9136
739,9151
740,8923
741,8911
742,9232
743,9538
744,9020
745,9141
746,9354
747,9129
748,9053
749,9229
750,9163
751,9255
752,9171
753,9199
754,8951
755,9205
756,9105
757,9478
758,9283
759,9001
760,8790
761,9126
762,9269
763,9256
764,8950
765,8858
766,9015
767,8844
768,9015
769,9092
770,8943
771,9012
772,8963
773,9045
774,9074
775,8741
776,8740
777,8602
778,8619
779,8613
780,8766
781,8521
782,9064
783,8882
784,8992
785,8849
786,9087
787,9060
788,9076
789,9325
790,9152
791,9290
792,9282
793,9140
794,9092
795,9099
796,9174
797,9194
798,9338
799,9241
800,9462
801,9449
802,9080
803,9435
804,9632
805,9477
806,9236
807,9459
808,9375
809,9386
810,9263
811,9019
812,8847
813,9383
814,8989
815,8812
816,8891
817,9358
818,9015
819,9056
820,8952
821,8829
822,8867
823,9171
824,9349
825,9213
826,9399
827,8853
828,8819
829,8775
830,8632
831,8549
832,8524
833,8810
834,9101
835,9162
836,9192
837,8830
838,9074
839,8866
840,8853
841,9181
842,9062
843,9148
844,8943
845,8826
846,9048
847,9025
848,9431
849,9163
850,9370
851,9319
852,9261
853,9309
854,9016
855,9028
856,8999
857,9215
858,9244
859,9195
860,9009
861,9229
862,8956
863,8848
864,8858
865,8964
866,8959
867,9010
868,8598
869,8501
870,8518
871,8671
872,8625
873,8592
874,8769
875,8574
876,8666
877,8879
878,8923
879,8556
880,8179
881,7996
882,8098
883,8018
884,8039
885,8167
886,8628
887,8363
888,8262
889,8415
890,8379
891,8710
892,8783
893,8681
894,8775
895,8496
896,8692
897,8864
898,8971
899,8633
900,8931
901,8648
902,9130
903,8693
904,8846
905,9001
906,8917
907,8628
908,8660
909,8820
910,8839
911,9308
912,9081
913,9064
914,9177
915,8695
916,8632
917,8770
918,8633
919,8587
920,8729
921,8493
922,8844
923,8307
924,8908
925,8898
926,8427
927,8354
928,8488
929,8618
930,8608
931,8518
932,8010
933,8320
934,8431
935,8501
936,8415
937,8404
938,8437
939,8597
940,8364
941,8627
942,8324
943,8399
944,8523
945,8477
946,8383
947,8750
948,8415
949,8445
950,8341
951,8790
952,8956
953,8822
954,8648
955,8840
956,8894
957,9294
958,9299
959,8729
960,8982
961,9147
962,9246
963,9190
964,9200
965,9031
966,9094
967,8605
968,9028
969,8846
970,8527
971,8846
972,9077
973,8797
974,9054
975,9292
976,9032
977,8924
978,8909
979,8873
980,8348
981,9016
982,9176
983,8893
984,8274
985,8021
986,8059
987,8584
988,8452
989,8325
990,8030
991,8535
992,8411
993,8949
994,8512
995,9002
996,8713
997,8996
998,8616
999,8430
1000,8693
1001,8719
1002,9191
